Track ID,Album,Artist,Genre,Title
000258,black elk,black elk,rock,eyebone
000273,i,black pus,experimental,dildoughnuts
000274,4 all aboard the magic pus,black pus,experimental,land of the lost
000275,iii metamorpus,black pus,experimental,swampus
000276,ii,black pus,experimental,the devilhellipers
000277,iii metamorpus,black pus,experimental,kind companion
000281,4 all aboard the magic pus,black pus,experimental,juggernaut
000282,ii,black pus,experimental,new atlantis a
000284,i,black pus,experimental,translucent human
000285,iii metamorpus,black pus,experimental,earth aint enuff
000293,i,black pus,experimental,berserk is the best
000294,ii,black pus,experimental,magic bullet
000297,4 all aboard the magic pus,black pus,experimental,body on the tide
000300,i,black pus,experimental,the foot is stronger than the arm
000303,green collection,blah blah blah,rock,splish spladdy
000304,stripey collection,blah blah blah,rock,woo you
000305,gold collection,blah blah blah,rock,disney on ice
000306,green collection,blah blah blah,rock,the prime four
000307,green collection,blah blah blah,rock,out on the farm
000308,stripey collection,blah blah blah,rock,the hotel
000309,green collection,blah blah blah,rock,where are all the people
000310,gold collection,blah blah blah,rock,going down to soho
000311,stripey collection,blah blah blah,rock,tropical holiday time
000312,green collection,blah blah blah,rock,tropical sheep
000313,stripey collection,blah blah blah,rock,think things of you
000314,green collection,blah blah blah,rock,daisey chains
000315,gold collection,blah blah blah,rock,interference
000316,gold collection,blah blah blah,rock,itching in my pants
000317,stripey collection,blah blah blah,rock,very nice
000318,30th anniversary blah blah blah,blah blah blah,rock,1234
000319,green collection,blah blah blah,rock,complete shakespeare
000320,gold collection,blah blah blah,rock,the natives are restless
000321,stripey collection,blah blah blah,rock,heart attack
000322,green collection,blah blah blah,rock,shopping bag
000323,green collection,blah blah blah,rock,crocodile song
000324,stripey collection,blah blah blah,rock,i just dont know
000325,gold collection,blah blah blah,rock,liquidizing chickens
000326,stripey collection,blah blah blah,rock,burn
000327,stripey collection,blah blah blah,rock,hands beckoning
000328,stripey collection,blah blah blah,rock,central park
000330,green collection,blah blah blah,rock,white man
000331,green collection,blah blah blah,rock,weatherman
000332,30th anniversary blah blah blah,blah blah blah,rock,39th floor club
000333,30th anniversary blah blah blah,blah blah blah,rock,blah intro
000334,30th anniversary blah blah blah,blah blah blah,rock,blahpunk
000335,30th anniversary blah blah blah,blah blah blah,rock,bored
000336,30th anniversary blah blah blah,blah blah blah,rock,breeder
000337,30th anniversary blah blah blah,blah blah blah,rock,brians garage
000338,30th anniversary blah blah blah,blah blah blah,rock,cabages in the sunset
000339,30th anniversary blah blah blah,blah blah blah,rock,chimpanzees disease
000340,30th anniversary blah blah blah,blah blah blah,rock,circles in london
000341,30th anniversary blah blah blah,blah blah blah,rock,count draculas castle
000342,30th anniversary blah blah blah,blah blah blah,rock,crash
000343,30th anniversary blah blah blah,blah blah blah,rock,cybernetics
000344,30th anniversary blah blah blah,blah blah blah,rock,denver
000345,30th anniversary blah blah blah,blah blah blah,rock,ding dang skat
000346,30th anniversary blah blah blah,blah blah blah,rock,disco ghoul
000347,30th anniversary blah blah blah,blah blah blah,rock,down in the pits again
000348,30th anniversary blah blah blah,blah blah blah,rock,excretia
000349,30th anniversary blah blah blah,blah blah blah,rock,garden of eden
000350,30th anniversary blah blah blah,blah blah blah,rock,gotta go
000351,30th anniversary blah blah blah,blah blah blah,rock,hippopotamus
000352,30th anniversary blah blah blah,blah blah blah,rock,in arabia
000353,30th anniversary blah blah blah,blah blah blah,rock,in my grandfathers clock
000354,30th anniversary blah blah blah,blah blah blah,rock,julie andrews
000355,30th anniversary blah blah blah,blah blah blah,rock,just you wait and see
000356,30th anniversary blah blah blah,blah blah blah,rock,little white boxes
000357,30th anniversary blah blah blah,blah blah blah,rock,mr mystery
000358,30th anniversary blah blah blah,blah blah blah,rock,my house
000359,30th anniversary blah blah blah,blah blah blah,rock,my room
000360,30th anniversary blah blah blah,blah blah blah,rock,radio jazz with mr rhodes
000361,30th anniversary blah blah blah,blah blah blah,rock,red coated young girlfriend
000362,30th anniversary blah blah blah,blah blah blah,rock,starsigns
000363,30th anniversary blah blah blah,blah blah blah,rock,sugar bowl
000364,30th anniversary blah blah blah,blah blah blah,rock,sunspot activity
000365,30th anniversary blah blah blah,blah blah blah,rock,the sound of music
000366,30th anniversary blah blah blah,blah blah blah,rock,the swamp
000367,30th anniversary blah blah blah,blah blah blah,rock,there goes my greenhouse
000368,30th anniversary blah blah blah,blah blah blah,rock,vampires
000369,30th anniversary blah blah blah,blah blah blah,rock,whistle while you work
000370,30th anniversary blah blah blah,blah blah blah,rock,why didnt nero
000371,30th anniversary blah blah blah,blah blah blah,rock,vermalderhide
000384,summer set,blanketship,electronic,baja jones
000385,summer set,blanketship,electronic,lucky 45
000386,summer set,blanketship,electronic,clapartroach
000387,summer set,blanketship,electronic,i wish i wish
000393,boogie witch,boogie witch,rock,untitled boogie edit transfiguration boogie boogie hole
000394,boogie witch,boogie witch,rock,boogie hole
000395,boogie witch,boogie witch,rock,transfiguration boogie
000396,on the back of a dying beast volume 1,borful tang,electronic,juggernaut soliloquy
000397,on the back of a dying beast volume 1,borful tang,electronic,the tides of land
000398,root,borful tang,electronic,borful tang loves nomeansno
000399,root,borful tang,electronic,eli
000400,on the back of a dying beast volume 1,borful tang,electronic,electronic interlude vi
000401,on the back of a dying beast volume 1,borful tang,electronic,modesto
000402,on the back of a dying beast volume 1,borful tang,electronic,oh kap soon
000403,split with sunshine militant childrens hour,borful tang,electronic,roach
000404,on the back of a dying beast volume 1,borful tang,electronic,wonder inn
000405,root,borful tang,electronic,majestic shuffle
000406,on the back of a dying beast volume 1,borful tang,electronic,eli
000407,root,borful tang,electronic,soundclash at wonder inn ft qulfus
000408,split with sunshine militant childrens hour,borful tang,electronic,the tides of land
000410,root,borful tang,electronic,lost on the eastern side of the island
000411,root,borful tang,electronic,orp
000412,root,borful tang,electronic,john and mary  the meeting
000414,root,borful tang,electronic,john and mary  the restaurant
000416,root,borful tang,electronic,smyrna snow walk
000417,the definitive host,brian joseph davis,experimental,eula
000419,the definitive host,brian joseph davis,experimental,the franklin mint job
000421,the definitive host,brian joseph davis,experimental,il bouno il bruto il skronko
000424,the definitive host,brian joseph davis,experimental,the ambient honky
000425,original soundtrack work for 20 dvd players,brian joseph davis,experimental,track5
000426,the definitive host,brian joseph davis,experimental,an audio walk through greater newcastle
000427,the definitive host,brian joseph davis,experimental,1913
000428,the definitive host,brian joseph davis,experimental,1933
000429,the definitive host,brian joseph davis,experimental,19632005
000430,the definitive host,brian joseph davis,experimental,1966
000431,the definitive host,brian joseph davis,experimental,1977
000432,the definitive host,brian joseph davis,experimental,1984
000433,the definitive host,brian joseph davis,experimental,1987
000434,the definitive host,brian joseph davis,experimental,1988
000435,the definitive host,brian joseph davis,experimental,1989
000436,the definitive host,brian joseph davis,experimental,voice over
000437,the definitive host,brian joseph davis,experimental,yesterduh joe meek
000438,the definitive host,brian joseph davis,experimental,minima medley
000439,the definitive host,brian joseph davis,experimental,all you get from love is 22 love songs
000458,hunt like devil ep,cave,rock,hunt like devil 4
000459,butthash,cave,rock,machines and muscles
000466,lingua ignota,celesteville,rock,asterism
000467,birdlike movements,celesteville,rock,lets climb a mossy hill
000468,vast and sad,celesteville,rock,vast and sad kpsu
000469,kohoutek,celesteville,rock,waverly
000470,birdlike movements,celesteville,rock,cloud light
000471,lingua ignota,celesteville,rock,ephrata cloister
000472,spirit duplicator,celesteville,rock,spirit duplicator
000473,kohoutek,celesteville,rock,victoria 1
000474,vast and sad,celesteville,rock,your leather jacket kelly haus
000475,lingua ignota,celesteville,rock,buddy alan in reno
000476,spirit duplicator,celesteville,rock,leftward glance
000477,vast and sad,celesteville,rock,lets climb a mossy hill kelly haus
000478,birdlike movements,celesteville,rock,recessional
000479,kohoutek,celesteville,rock,white shoulders
000480,vast and sad,celesteville,rock,appear to be kelly haus
000481,kohoutek,celesteville,rock,council bluffs
000482,spirit duplicator,celesteville,rock,hall blvd
000483,birdlike movements,celesteville,rock,magnolias milan
000484,lingua ignota,celesteville,rock,one rose among many
000485,vast and sad,celesteville,rock,asterism kelly haus
000486,kohoutek,celesteville,rock,avoid
000487,lingua ignota,celesteville,rock,for christie 74
000489,spirit duplicator,celesteville,rock,nevertheless
000490,birdlike movements,celesteville,rock,vast and sad
000491,kohoutek,celesteville,rock,for to pour
000492,birdlike movements,celesteville,rock,i cant hear the birds sing
000493,lingua ignota,celesteville,rock,in the sky
000495,vast and sad,celesteville,rock,waterfall emerald city coffee seattle
000496,spirit duplicator,celesteville,rock,winged ear
000497,kohoutek,celesteville,rock,appear to be
000498,birdlike movements,celesteville,rock,birdlike movements
000500,spirit duplicator,celesteville,rock,longview wa
000501,lingua ignota,celesteville,rock,utmost house
000502,vast and sad,celesteville,rock,vast and sad showoff gallery bellingham
000503,spirit duplicator,celesteville,rock,carted off
000504,kohoutek,celesteville,rock,cry
000506,lingua ignota,celesteville,rock,moths
000507,birdlike movements,celesteville,rock,toasty birds
000508,kohoutek,celesteville,rock,5 in 1
000509,birdlike movements,celesteville,rock,a wrens heart
000510,spirit duplicator,celesteville,rock,sac city
000511,lingua ignota,celesteville,rock,sharper amp clearer
000512,lingua ignota,celesteville,rock,
000513,kohoutek,celesteville,rock,victoria 2
000514,kohoutek,celesteville,rock,four doors
000515,lingua ignota,celesteville,rock,lets climb a mossy hill
000516,kohoutek,celesteville,rock,kohoutek
000517,lingua ignota,celesteville,rock,narcotic effect on bees
000520,sing like birds,celesteville,rock,invisible tape
000521,sing like birds,celesteville,rock,a river frozen in place
000522,sing like birds,celesteville,rock,end over end
000523,sing like birds,celesteville,rock,black is the color of my true loves mail
000524,sing like birds,celesteville,rock,i didnt think the oracle was talking to me
000525,sing like birds,celesteville,rock,i have not spoken all day
000526,sing like birds,celesteville,rock,do not talk
000527,sing like birds,celesteville,rock,for jake erdmann et al
000528,sing like birds,celesteville,rock,an odd number of stairs
000529,sing like birds,celesteville,rock,for the dishroom at meridian park hospital
000530,sing like birds,celesteville,rock,white satin bed
000531,sing like birds,celesteville,rock,night air portland
000532,the thrush,chandeliers,electronic,big league
000533,the thrush,chandeliers,electronic,mango tree
000534,one mind,charles manson,folk,i can see you
000535,one mind,charles manson,folk,angels fear to tread
000536,one mind,charles manson,folk,riding on your fears
000537,one mind,charles manson,folk,i dont need water sprinklers in the desert
000538,one mind,charles manson,folk,your magic motion
000539,one mind,charles manson,folk,whoever you are
000540,one mind,charles manson,folk,the black pirate
000541,one mind,charles manson,folk,so we go again
000542,one mind,charles manson,folk,self is eternal what our world will be
000543,one mind,charles manson,folk,sometimes it works just right
000544,one mind,charles manson,folk,sweet words
000545,one mind,charles manson,folk,interpretations
000546,one mind,charles manson,folk,if you have no one
000547,one mind,charles manson,folk,i keep on wondering interrupted
000548,one mind,charles manson,folk,1967 mac brother
000549,one mind,charles manson,folk,venice ca
000550,unreleased,chief boima,electronic,cello duet no 1
000562,cinwaves,cinwaves,rock,ex lucky
000563,cinwaves,cinwaves,rock,dumb me down
000564,cinwaves,cinwaves,rock,the sugar society
000565,cinwaves,cinwaves,rock,sophia
000566,cinwaves,cinwaves,rock,jasmine
000567,cinwaves,cinwaves,rock,libertys bell
000568,cinwaves,cinwaves,rock,disconnect
000569,cinwaves,cinwaves,rock,shadow law
000570,cinwaves,cinwaves,rock,old route 13
000571,cinwaves,cinwaves,rock,medicine chant
000572,cinwaves,cinwaves,rock,awaken
000573,babylon rules,clockcleaner,rock,when my ship comes in
000574,babylon rules,clockcleaner,rock,caliente queen
000575,unreleased clyde rourke mp3s,clyde rourke,rock,shining the diamond
000576,unreleased clyde rourke mp3s,clyde rourke,rock,shot at the post office
000577,unreleased clyde rourke mp3s,clyde rourke,rock,it got in the way
000578,unreleased clyde rourke mp3s,clyde rourke,rock,tan man
000579,cococoma,cococoma,rock,tryin to read my mind
000580,cococoma,cococoma,rock,premonition
000583,war if it feels good do it,djs of mass destruction,hiphop,war if it feels good do it
000584,war if it feels good do it,djs of mass destruction,hiphop,liberate the children live
000585,war if it feels good do it,djs of mass destruction,hiphop,weapons what weapons of mass destruction live
000586,war if it feels good do it,djs of mass destruction,hiphop,war is what they got epilogue
000587,puppy kitty or both,death sentence panda,experimental,a cannibal
000588,insects awaken,death sentence panda,experimental,exit villager
000589,puppy kitty or both,death sentence panda,experimental,a time to bear arms
000590,finally here,delta dreambox,jazz,stuck
000591,finally here,delta dreambox,jazz,without a sound
000592,finally here,delta dreambox,jazz,song x
000593,finally here,delta dreambox,jazz,finally here
000601,habitats in the wound,dora bleu,folk,ingrate
000602,clones of eros,dora bleu,folk,disappearing
000603,clones of eros,dora bleu,folk,lover of nightmares
000604,12 december 2007,dora bleu,folk,real prisons
000605,double dagger,double dagger,rock,i was so bored i wanted to hang myself on the dancefloor
000606,double dagger demo,double dagger,rock,attack of the clones
000607,double dagger demo,double dagger,rock,clare undone
000608,double dagger,double dagger,rock,punk rock vs swiss modernism
000609,ragged rubble,double dagger,rock,the psychic
000610,rebukes,dragging an ox through water,folk,aces
000611,dragging an ox through water  st3inch,dragging an ox through water,folk,bowl of salt
000612,the tropics of phenomenon,dragging an ox through water,folk,snowbank treatment
000615,immaterial,ekg,experimental,immaterial side a
000616,immaterial,ekg,experimental,immaterial side b
000617,viridian city,ed askew,folk,burning buddhas
000618,viridian city,ed askew,folk,smoke
000619,viridian city,ed askew,folk,pebble beach
000620,viridian city,ed askew,folk,arabesque
000621,rainy day song,ed askew,folk,blue eyed baby
000622,viridian city,ed askew,folk,paper cup
000623,viridian city,ed askew,folk,the cup bearer jony mede
000624,viridian city,ed askew,folk,made in the city
000625,rainy day song,ed askew,folk,climbing to the top
000626,viridian city,ed askew,folk,at home in the factory
000627,viridian city,ed askew,folk,black bird
000628,viridian city,ed askew,folk,friday night
000629,viridian city,ed askew,folk,dancing on water
000630,viridian city,ed askew,folk,the city
000631,viridian city,ed askew,folk,buddha smiles
000633,funeral home session 7,el jesus de magico,rock,indian giver
000634,funeral home session 7,el jesus de magico,rock,lgno
000635,funeral home session 7,el jesus de magico,rock,xmas at wounded knee
000637,radio reverie in the waiting place,eric leonardson,experimental,the march
000638,radio reverie in the waiting place,eric leonardson,experimental,the vultures midwife
000639,rarebit,eric leonardson and steve barsotti,experimental,near and distant relations
000640,dancing walls stir the prairies,eric leonardson and anna friz,spoken,waltz of the parking meters
000641,spree an escape from reality,ethan persoff,electronic,side one  introduction
000642,snap,ethan persoff,electronic,snap side one of two
000643,spree an escape from reality,ethan persoff,electronic,side one  the talent contest
000644,snap,ethan persoff,electronic,snap side two of two
000645,spree an escape from reality,ethan persoff,electronic,side one  dear mr depieu
000646,spree an escape from reality,ethan persoff,electronic,side one  reprise  the bullshit business proposal  end
000647,spree an escape from reality,ethan persoff,electronic,side two  reset and the great joke
000648,spree an escape from reality,ethan persoff,electronic,side two  praise the lord and give thanks
000649,spree an escape from reality,ethan persoff,electronic,side two  bean bag
000650,spree an escape from reality,ethan persoff,electronic,side two  jakes theme  intermission
000651,spree an escape from reality,ethan persoff,electronic,side three  part one  start
000652,spree an escape from reality,ethan persoff,electronic,side three  part two
000653,spree an escape from reality,ethan persoff,electronic,side three  part three
000654,spree an escape from reality,ethan persoff,electronic,side three  part four
000655,spree an escape from reality,ethan persoff,electronic,side three  part five  stop
000656,spree an escape from reality,ethan persoff,electronic,side four  easy slow and easy finale
000657,spree an escape from reality,ethan persoff,electronic,side four  record label track  conclusion
000658,i stayed home  single,ethan persoff,electronic,i stayed home 
000659,25 lessons in hypnotism,ethan persoff,electronic,side 1  complaint knock on wood
000660,25 lessons in hypnotism,ethan persoff,electronic,side 2  dear mary elizabeth
000661,25 lessons in hypnotism,ethan persoff,electronic,side 3  hidden speaking powers
000662,25 lessons in hypnotism,ethan persoff,electronic,side 4  upset german screaming
000663,25 lessons in hypnotism,ethan persoff,electronic,side 5  conclusion
000664,25 lessons in hypnotism,ethan persoff,electronic,side 6  not funny
000665,forty minutes forty memories horrible music by ethan persoff,ethan persoff,electronic,disneyland edit
000666,summer 2008 demos,explode into colors,international,heat
000667,summer 2008 demos,explode into colors,international,sharpen the knife
000668,change thoughts radio edit,fanatic,hiphop,dream
000669,change thoughts,fanatic,hiphop,dream
000670,change thoughts radio edit,fanatic,hiphop,triflin
000671,change thoughts,fanatic,hiphop,triflin
000672,change thoughts radio edit,fanatic,hiphop,rise
000673,change thoughts,fanatic,hiphop,rise
000674,change thoughts radio edit,fanatic,hiphop,enterprizin
000675,change thoughts,fanatic,hiphop,enterprizin
000676,change thoughts radio edit,fanatic,hiphop,the tension
000677,change thoughts,fanatic,hiphop,the_tension
000678,change thoughts radio edit,fanatic,hiphop,change thoughts
000679,change thoughts,fanatic,hiphop,change thoughts
000680,change thoughts radio edit,fanatic,hiphop,sunshine
000681,change thoughts,fanatic,hiphop,sunshine
000682,change thoughts radio edit,fanatic,hiphop,killer crossover
000683,change thoughts,fanatic,hiphop,killer crossover
000684,change thoughts radio edit,fanatic,hiphop,late night show
000685,change thoughts,fanatic,hiphop,late night show
000686,change thoughts radio edit,fanatic,hiphop,murder
000687,change thoughts,fanatic,hiphop,murder
000688,change thoughts radio edit,fanatic,hiphop,propose a toast
000689,change thoughts,fanatic,hiphop,propose a toast
000690,cataclysm,flying luttenbachers,rock,cataclysm
000691,retrospectiw iv,flying luttenbachers,rock,into the vastness of stupidity
000692,the void,flying luttenbachers,rock,part 4
000693,trauma,flying luttenbachers,rock,trauma 11
000694,mp3 single with faust,food for animals,hiphop,planet say featuring faust
000695,cock rock disco 2006 free compilation,food for animals,hiphop,elephants
000696,fuck the future,foot village,rock,korea
000697,fuck the future,foot village,rock,isle of man
000698,fuck the future,foot village,rock,iran
000699,fuck the future,foot village,rock,antarctica
000700,fuck the future,foot village,rock,ehtiopia
000701,fuck the future,foot village,rock,japan
000702,fuck the future,foot village,rock,mexico
000703,fuck the future,foot village,rock,peru austria and canada
000704,macondo,fósforo,international,mano de dios
000705,macondo,fósforo,international,tio cocodrilo
000706,macondo,fósforo,international,esto es califas
000707,macondo,fósforo,international,cochabamba
000708,macondo,fósforo,international,desconocido
000709,macondo,fósforo,international,cumbia de obama
000711,the severed tongue speaks for everyone,the functional blackouts,rock,kamikaze
000712,the severed tongue speaks for everyone,the functional blackouts,rock,loch ness primitive
000713,the severed tongue speaks for everyone,the functional blackouts,rock,no idea
000714,the cult from moon mountain,fursaxa,folk,circle moon
000715,kobold moon,fursaxa,folk,kokopelli
000716,kobold moon,fursaxa,folk,saxalainen
000717,the cult from moon mountain,fursaxa,folk,tyranny
000718,kobold moon,fursaxa,folk,song of the spindle berry
000719,take a hit,fuzz unlimited,rock,florida tags
000720,take a hit,fuzz unlimited,rock,camera shy
000721,take a hit,fuzz unlimited,rock,evil twin
000722,take a hit,fuzz unlimited,rock,looking for a kiss
000723,take a hit,fuzz unlimited,rock,take a hit
000725,live in the mens and womens room,gang wizard,experimental,gang wizard mens restroom
000726,live at longhaul,gang wizard,experimental,track 01
000727,live at longhaul,gang wizard,experimental,track 02
000728,live in the mens and womens room,gang wizard,experimental,yellow swans womens restroom
000729,live at longhaul,gang wizard,experimental,track 03
000730,live at longhaul,gang wizard,experimental,track 04
000731,live at longhaul,gang wizard,experimental,track 05
000734,love love love,glass candy,soulrnb,crystal migraine
000735,iko,glass candy,soulrnb,iko iko
000736,demos june 2003,glass candy,soulrnb,you are the fly
000737,the sick sound of,glass candy,soulrnb,youe deam lovers on video again
000738,demos june 2003,glass candy,soulrnb,cold party
000739,love love love,glass candy,soulrnb,hurt
000740,the sick sound of,glass candy,soulrnb,life after sundown
000741,iko,glass candy,soulrnb,sugar amp whitebread
000742,the sick sound of,glass candy,soulrnb,bgirls
000743,love love love,glass candy,soulrnb,brittle woman
000744,iko,glass candy,soulrnb,lovin machine
000745,demos june 2003,glass candy,soulrnb,nite nurses
000747,the sick sound of,glass candy,soulrnb,nite nurses
000748,iko,glass candy,soulrnb,track 4
000749,demos june 2003,glass candy,soulrnb,your deam lovers on video again
000750,iko,glass candy,soulrnb,iko iko vocalconga mix
000751,love love love,glass candy,soulrnb,love love love
000752,demos june 2003,glass candy,soulrnb,the chameleon
000753,the sick sound of,glass candy,soulrnb,track 5
000754,the sick sound of,glass candy,soulrnb,labrea tar pit
000755,love love love,glass candy,soulrnb,love on a plate
000756,iko,glass candy,soulrnb,sugar amp whitebread instrumental
000757,demos june 2003,glass candy,soulrnb,track 6
000758,iko,glass candy,soulrnb,lovin machine nite vocoder version
000759,love love love,glass candy,soulrnb,night nurses
000760,love love love,glass candy,soulrnb,empty v
000761,iko,glass candy,soulrnb,lovin machine vocal dub
000762,live at death disco 9262001,glass candy,soulrnb,crystal migraine
000763,demos 31 37,glass candy,soulrnb,love love love
000764,demos 31 37,glass candy,soulrnb,be a dolly
000765,live at death disco 9262001,glass candy,soulrnb,love love love
000766,demos 31 37,glass candy,soulrnb,love on a plate
000767,live at death disco 9262001,glass candy,soulrnb,love on a plate
000768,demos 31 37,glass candy,soulrnb,brittle woman
000769,live at death disco 9262001,glass candy,soulrnb,the screamers
000770,demos 31 37,glass candy,soulrnb,black veil
000771,live at death disco 9262001,glass candy,soulrnb,brittle woman
000772,demos 31 37,glass candy,soulrnb,johnny are you queer
000773,live at death disco 9262001,glass candy,soulrnb,nite nurses
000774,demos 31 37,glass candy,soulrnb,the last time
000775,demos 31 37,glass candy,soulrnb,nite nurses
000776,demos 31 37,glass candy,soulrnb,hurt
000777,quickies,glove compartment,rock,relaxing
000778,quickies,glove compartment,rock,dont call me tonite  very good
000779,quickies,glove compartment,rock,causing disturbances
000780,quickies,glove compartment,rock,dont peeko
000781,quickies,glove compartment,rock,shoeshopping high
000782,quickies,glove compartment,rock,self examination of his wifes breasts
000783,quickies,glove compartment,rock,puffy onyx
000784,quickies,glove compartment,rock,lemon intermezzo
000785,quickies,glove compartment,rock,the plywood curtain
000786,quickies,glove compartment,rock,electric guru
000787,quickies,glove compartment,rock,boogerflicking winners go freeh
000788,quickies,glove compartment,rock,vert
000789,quickies,glove compartment,rock,do i tingle
000790,quickies,glove compartment,rock,up two
000791,quickies,glove compartment,rock,630 encephalitis spraydown
000792,quickies,glove compartment,rock,everyone  am masterbate
000793,quickies,glove compartment,rock,the hymn of the honeymoon
000794,quickies,glove compartment,rock,07 sec
000795,quickies,glove compartment,rock,the lower frequencies
000796,quickies,glove compartment,rock,we would be friends
000797,quickies,glove compartment,rock,joe pico
000798,quickies,glove compartment,rock,artificial breasts are not new
000799,he knows he knows he knows,grouper,experimental,untitled1
000800,he knows he knows he knows,grouper,experimental,untitled2
000801,he knows he knows he knows,grouper,experimental,untitled3
000803,character assassination bureau,guinea worms,rock,thinking about you
000804,character assassination bureau,guinea worms,rock,chock fool of nuts
000805,nightmare in a ravaged brain,guinea worms,rock,haymaker
000806,duct tape you,guinea worms,rock,hello from ohio
000807,fun with your new head,guinea worms,rock,spider season
000814,hall of fame 2000,hall of fame,folk,motion passings
000815,unreleased mp3s from hans grüsels,hans grüsels krankenkabinet,experimental,einhauntedsommerplatz
000816,unreleased mp3s from hans grüsels,hans grüsels krankenkabinet,experimental,kränkentanzsuite
000817,unreleased mp3s from hans grüsels,hans grüsels krankenkabinet,experimental,sechzigsechs
